NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE
2129;(OLD-6PE) East Service Center;6;660211;74;1;09/02/2006 00.00;09/02/2006 00.00;22/02/2006 00.00;22/03/2006 00.00;04/04/2006 12.48
2130;(OLD-6PE) East Service Center;6;660211;74;1;09/02/2006 00.00;09/02/2006 00.00;22/02/2006 00.00;22/03/2006 00.00;04/04/2006 12.48
2131;(10PZ4) Northern Service Center;10;690470;57;1;03/01/2006 00.00;31/01/2006 00.00;03/02/2006 00.00;16/02/2006 00.00;28/02/2006 19.53
2132;(5P) Office of the Assist. Regional Administrator- PBS;5;0650612MP;31;2;09/02/2006 00.00;05/05/2006 00.00;08/05/2006 00.00;19/05/2006 00.00;23/05/2006 14.06
2133;(B) Office of the Chief Financial Officer;CO;060024826MP;14;1;14/04/2006 00.00;14/04/2006 00.00;26/04/2006 00.00;03/05/2006 00.00;05/05/2006 11.44
2134;(10PZ4) Northern Service Center;10;690820;18;1;22/03/2006 00.00;22/03/2006 00.00;24/03/2006 00.00;06/04/2006 00.00;11/04/2006 15.15
2135;(5P) Office of the Assist. Regional Administrator- PBS;5;0650612MP;31;2;09/02/2006 00.00;05/05/2006 00.00;08/05/2006 00.00;19/05/2006 00.00;23/05/2006 14.06
2136;(5P) Office of the Assist. Regional Administrator- PBS;5;0650612MP;31;2;09/02/2006 00.00;05/05/2006 00.00;08/05/2006 00.00;19/05/2006 00.00;23/05/2006 14.06
2137;(6PT) Portfolio Management Division;6;660311;3;1;17/04/2006 00.00;02/05/2006 00.00;10/05/2006 00.00;16/05/2006 00.00;19/05/2006 12.37
2138;(OLD-6PW) West Service Center;6;660259;7;1;27/02/2006 00.00;08/03/2006 00.00;14/03/2006 00.00;27/03/2006 00.00;28/03/2006 13.24
2139;(7P) Office of the Assist. Regional Administrator- PBS;7;670521;54;2;21/04/2006 00.00;24/04/2006 00.00;24/04/2006 00.00;08/05/2006 00.00;25/05/2006 19.28
2140;(6PT) Portfolio Management Division;6;660299;2;1;01/05/2006 00.00;11/05/2006 00.00;15/05/2006 00.00;19/05/2006 00.00;22/05/2006 09.04
2141;(OLD-6PB) Customer Service Division;6;660379;1;1;02/06/2006 00.00;26/05/2006 00.00;06/06/2006 00.00;12/06/2006 00.00;13/06/2006 08.33
2142;(6PT) Portfolio Management Division;6;660361;1;1;02/05/2006 00.00;24/05/2006 00.00;02/06/2006 00.00;08/06/2006 00.00;12/06/2006 12.38
2143;(3PC) Chesapeake Service Center;3;630372;1;1;16/05/2006 00.00;30/05/2006 00.00;05/06/2006 00.00;16/06/2006 00.00;19/06/2006 07.44
2144;(X) Office of Citizen Svcs & Communications;CO;060026026MP;1;1;10/05/2006 00.00;10/05/2006 00.00;14/06/2006 00.00;20/06/2006 00.00;22/06/2006 07.24
2145;(7P) Office of the Assist. Regional Administrator- PBS;7;670261;22;2;13/12/2005 00.00;13/12/2005 00.00;14/12/2005 00.00;30/12/2005 00.00;19/01/2006 00.00
2146;(7P) Office of the Assist. Regional Administrator- PBS;7;670261;22;2;13/12/2005 00.00;13/12/2005 00.00;14/12/2005 00.00;30/12/2005 00.00;19/01/2006 00.00
2147;(7P) Office of the Assist. Regional Administrator- PBS;7;670301;26;1;09/02/2006 00.00;23/02/2006 00.00;14/02/2006 00.00;01/03/2006 00.00;15/03/2006 18.11
2148;(7P) Office of the Assist. Regional Administrator- PBS;7;DEU 0670411;24;1;03/03/2006 00.00;06/03/2006 00.00;06/03/2006 00.00;20/03/2006 00.00;31/03/2006 19.51
2149;*(TFM) Federal Sys Integ & Mgmt Ctr (ABOLISHED);CO;050052619MP;15;2;23/08/2005 00.00;23/08/2005 00.00;30/08/2005 00.00;13/09/2005 00.00;19/09/2005 00.00
2150;(XAP) Public Affairs Div;CO;060024126MP;20;1;17/04/2006 00.00;17/04/2006 00.00;21/04/2006 00.00;04/05/2006 00.00;09/05/2006 11.06
2151;(5P) Office of the Assist. Regional Administrator- PBS;5;0650442MP;44;2;16/02/2006 00.00;16/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;30/03/2006 11.44
2152;(5P) Office of the Assist. Regional Administrator- PBS;5;0650442MP;44;2;16/02/2006 00.00;16/02/2006 00.00;24/02/2006 00.00;09/03/2006 00.00;30/03/2006 11.44
2153;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2154;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2155;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2156;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2157;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2158;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2159;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2160;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2161;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2162;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2163;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2164;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2165;(OLD-6PA) Workforce & Technology Development Div;6;660239;8;1;21/04/2006 00.00;16/05/2006 00.00;17/05/2006 00.00;25/05/2006 00.00;30/05/2006 14.00
2166;(8P) Office of the Assist. Regional Administrator- PBS;8;680141;4;1;23/05/2006 00.00;24/05/2006 00.00;24/05/2006 00.00;08/06/2006 00.00;14/06/2006 19.50
2167;(8P) Office of the Assist. Regional Administrator- PBS;8;680141;4;1;23/05/2006 00.00;24/05/2006 00.00;24/05/2006 00.00;08/06/2006 00.00;14/06/2006 19.50
2168;(5PM4) Southern IL/IN Property Mgmt Center;5;0650692MP;2;1;21/04/2006 00.00;08/05/2006 00.00;10/05/2006 00.00;23/05/2006 00.00;19/06/2006 11.53
2169;(5P) Office of the Assist. Regional Administrator- PBS;5;0650722MP;4;1;08/05/2006 00.00;11/05/2006 00.00;12/05/2006 00.00;25/05/2006 00.00;16/06/2006 11.02
2170;(7P) Office of the Assist. Regional Administrator- PBS;7;670674;3;1;02/06/2006 00.00;05/06/2006 00.00;05/06/2006 00.00;19/06/2006 00.00;21/06/2006 08.43
2171;(WPF) Business Management Division;N;WPF051MP06;18;1;28/02/2006 00.00;22/03/2006 00.00;24/03/2006 00.00;06/04/2006 00.00;20/04/2006 17.42
2172;(WPF) Business Management Division;N;WPF051MP06;18;1;28/02/2006 00.00;22/03/2006 00.00;24/03/2006 00.00;06/04/2006 00.00;20/04/2006 17.42
2173;*(TFM) Federal Sys Integ & Mgmt Ctr (ABOLISHED);CO;060023819MP;6;1;02/05/2006 00.00;02/05/2006 00.00;18/05/2006 00.00;02/06/2006 00.00;06/06/2006 12.06
2174;(7P) Office of the Assist. Regional Administrator- PBS;7;670421;8;1;16/02/2006 00.00;17/02/2006 00.00;17/02/2006 00.00;24/02/2006 00.00;01/03/2006 18.28
2175;(X-ABOLISHED) (ME) Office of Elect Gov't&Techn;CO;060023519MP;23;1;24/03/2006 00.00;31/03/2006 00.00;13/04/2006 00.00;26/04/2006 00.00;09/05/2006 14.15
2176;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;060022918MP;42;1;04/04/2006 00.00;12/04/2006 00.00;14/04/2006 00.00;27/04/2006 00.00;16/05/2006 15.33
2177;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;060022918MP;42;1;04/04/2006 00.00;12/04/2006 00.00;14/04/2006 00.00;27/04/2006 00.00;31/05/2006 15.00
2178;(OLD-6PB) Customer Service Division;6;660304;6;1;03/05/2006 00.00;03/05/2006 00.00;05/05/2006 00.00;15/05/2006 00.00;19/05/2006 13.45
2179;(7P) Office of the Assist. Regional Administrator- PBS;7;670584;98;2;19/04/2006 00.00;20/04/2006 00.00;20/04/2006 00.00;04/05/2006 00.00;19/05/2006 14.40
2180;(7P) Office of the Assist. Regional Administrator- PBS;7;670584;98;2;19/04/2006 00.00;20/04/2006 00.00;20/04/2006 00.00;04/05/2006 00.00;06/06/2006 19.04
2181;(7P) Office of the Assist. Regional Administrator- PBS;7;670584;98;2;19/04/2006 00.00;20/04/2006 00.00;20/04/2006 00.00;04/05/2006 00.00;06/06/2006 19.04
2182;*(V)Office of the Chief Acquisition Ofcr (ABOLISH);CO;060019718MP;25;1;20/04/2006 00.00;20/04/2006 00.00;25/04/2006 00.00;08/05/2006 00.00;15/05/2006 11.33
2183;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2184;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2185;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2186;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2187;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2188;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2189;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2190;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2191;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2192;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2193;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2194;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2195;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2196;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2197;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2198;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2199;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;16/03/2006 10.20
2200;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2201;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;26/04/2006 15.29
2202;(OLD-6PE) East Service Center;6;660171;120;4;12/01/2006 00.00;23/01/2006 00.00;17/02/2006 00.00;03/03/2006 00.00;15/06/2006 09.28
2203;*(PL) Office of Applied Science (ABOLISHED);CO;060026824MP;2;1;17/05/2006 00.00;17/05/2006 00.00;02/06/2006 00.00;15/06/2006 00.00;23/06/2006 14.58
2204;(8P) Office of the Assist. Regional Administrator- PBS;8;680271;8;1;12/06/2006 00.00;13/06/2006 00.00;13/06/2006 00.00;27/06/2006 00.00;05/07/2006 20.12
2205;(9PF) San Francisco Service Center;9;691073;2;1;24/04/2006 00.00;01/05/2006 00.00;08/05/2006 00.00;19/05/2006 00.00;31/05/2006 19.16
2206;*(6BCD) Financial Infor Control Div (ABOLISHED);6;660381;24;2;22/05/2006 00.00;02/06/2006 00.00;09/06/2006 00.00;16/06/2006 00.00;21/06/2006 16.33
2207;(GA) Staff Support Division;CO;060028726MP;2;1;31/05/2006 00.00;31/05/2006 00.00;29/06/2006 00.00;13/07/2006 00.00;18/07/2006 08.43
2208;*(6BCY) National Payroll Center (ABOLISHED);6;660359;13;1;22/05/2006 00.00;15/06/2006 00.00;16/06/2006 00.00;29/06/2006 00.00;30/06/2006 10.45
2209;*(6BCY) National Payroll Center (ABOLISHED);6;660359;13;1;22/05/2006 00.00;15/06/2006 00.00;16/06/2006 00.00;29/06/2006 00.00;07/07/2006 11.25
2210;(8P) Office of the Assist. Regional Administrator- PBS;8;680041;51;3;14/11/2005 00.00;15/11/2005 00.00;15/11/2005 00.00;30/11/2005 00.00;23/12/2005 00.00
2211;(7P) Office of the Assist. Regional Administrator- PBS;7;670471;27;1;17/02/2006 00.00;21/02/2006 00.00;09/03/2006 00.00;23/03/2006 00.00;31/03/2006 21.38
2212;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026926DE;123;1;22/05/2006 00.00;18/05/2006 00.00;31/05/2006 00.00;13/06/2006 00.00;14/06/2006 14.19
2213;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026926DE;123;1;22/05/2006 00.00;18/05/2006 00.00;31/05/2006 00.00;13/06/2006 00.00;14/06/2006 14.19
2214;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026926DE;123;1;22/05/2006 00.00;18/05/2006 00.00;31/05/2006 00.00;13/06/2006 00.00;14/06/2006 14.22
2215;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026926DE;123;1;22/05/2006 00.00;18/05/2006 00.00;31/05/2006 00.00;13/06/2006 00.00;14/06/2006 14.22
2216;*(FCI) Info Technology Acquisition Ctr (ABOLISHED);CO;060017615MP;38;2;28/02/2006 00.00;28/02/2006 00.00;01/03/2006 00.00;14/03/2006 00.00;20/03/2006 09.23
2217;*(FCI) Info Technology Acquisition Ctr (ABOLISHED);CO;060017615MP;38;2;28/02/2006 00.00;28/02/2006 00.00;01/03/2006 00.00;14/03/2006 00.00;20/03/2006 09.23
2218;(1PC) Property Development Division;1;610275;3;1;14/04/2006 00.00;17/04/2006 00.00;18/04/2006 00.00;01/05/2006 00.00;08/05/2006 16.22
2219;(7P) Office of the Assist. Regional Administrator- PBS;7;670564;38;1;12/04/2006 00.00;13/04/2006 00.00;13/04/2006 00.00;27/04/2006 00.00;19/05/2006 17.06
2220;(7P) Office of the Assist. Regional Administrator- PBS;7;670564;38;1;12/04/2006 00.00;13/04/2006 00.00;13/04/2006 00.00;27/04/2006 00.00;19/05/2006 17.06
2221;(7P) Office of the Assist. Regional Administrator- PBS;7;670551;34;1;21/04/2006 00.00;24/04/2006 00.00;24/04/2006 00.00;08/05/2006 00.00;25/05/2006 20.44
2222;(7P) Office of the Assist. Regional Administrator- PBS;7;670551;34;1;21/04/2006 00.00;24/04/2006 00.00;24/04/2006 00.00;08/05/2006 00.00;25/05/2006 20.44
2223;(7P) Office of the Assist. Regional Administrator- PBS;7;670411;14;1;03/03/2006 00.00;06/03/2006 00.00;06/03/2006 00.00;20/03/2006 00.00;31/03/2006 18.14
2224;(7P) Office of the Assist. Regional Administrator- PBS;7;670411;14;1;03/03/2006 00.00;06/03/2006 00.00;06/03/2006 00.00;20/03/2006 00.00;31/03/2006 18.14
2225;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026726MP;22;1;15/05/2006 00.00;15/05/2006 00.00;02/06/2006 00.00;15/06/2006 00.00;20/06/2006 15.01
2226;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026726MP;22;1;15/05/2006 00.00;15/05/2006 00.00;02/06/2006 00.00;15/06/2006 00.00;20/06/2006 15.01
2227;*(C) Office of the Chief People Officer(ABOLISHED);CO;060026726MP;22;1;15/05/2006 00.00;15/05/2006 00.00;02/06/2006 00.00;15/06/2006 00.00;20/06/2006 15.01
2228;*(CI) Office of Information Technology (ABOLISHED);CO;060025126MP;32;1;09/05/2006 00.00;01/05/2006 00.00;18/05/2006 00.00;01/06/2006 00.00;05/06/2006 14.32
2229;*(CI) Office of Information Technology (ABOLISHED);CO;060025126MP;32;1;09/05/2006 00.00;01/05/2006 00.00;18/05/2006 00.00;01/06/2006 00.00;05/06/2006 15.09
2230;(7P) Office of the Assist. Regional Administrator- PBS;7;670521;54;2;21/04/2006 00.00;24/04/2006 00.00;24/04/2006 00.00;08/05/2006 00.00;25/05/2006 19.28
2231;(7P) Office of the Assist. Regional Administrator- PBS;7;670521;54;2;21/04/2006 00.00;24/04/2006 00.00;24/04/2006 00.00;08/05/2006 00.00;25/05/2006 19.28
2232;(JPM) Information Technology Division;J;JPM-06-19;3;1;11/05/2006 00.00;12/05/2006 00.00;24/05/2006 00.00;14/06/2006 00.00;23/06/2006 11.38
2233;(JPM) Information Technology Division;J;JPM-06-20;5;1;11/05/2006 00.00;12/05/2006 00.00;24/05/2006 00.00;14/06/2006 00.00;23/06/2006 11.44
2234;(JPM) Information Technology Division;J;JPM-06-20;5;1;11/05/2006 00.00;12/05/2006 00.00;24/05/2006 00.00;14/06/2006 00.00;23/06/2006 11.52
2235;(JPM) Information Technology Division;J;JPM-06-21;2;1;15/05/2006 00.00;15/05/2006 00.00;24/05/2006 00.00;14/06/2006 00.00;05/07/2006 15.00
2236;(JI-W) NCR Zone Investigations Office;J;JI/W-06-06;2;1;05/06/2006 00.00;05/06/2006 00.00;22/06/2006 00.00;06/07/2006 00.00;07/07/2006 09.40
2237;(JI-W) NCR Zone Investigations Office;J;JI-W-06-40;1;1;29/06/2006 00.00;30/06/2006 00.00;11/07/2006 00.00;25/07/2006 00.00;26/07/2006 09.27
2238;(OLD-6PE) East Service Center;6;660431;2;1;21/06/2006 00.00;10/07/2006 00.00;13/07/2006 00.00;26/07/2006 00.00;28/07/2006 12.37
2239;(8A) Office of Regional Administrator;8;DEU 0680164;171;1;02/05/2006 00.00;03/05/2006 00.00;03/05/2006 00.00;17/05/2006 00.00;25/05/2006 22.06
2240;(10PD) Portfolio Development Division;10;GSA9-DE-06-6;17;1;01/12/2005 00.00;07/12/2005 00.00;12/12/2005 00.00;03/01/2006 00.00;13/03/2006 17.48
2241;*(FCI) Info Technology Acquisition Ctr (ABOLISHED);CO;060017615MP;38;2;28/02/2006 00.00;28/02/2006 00.00;01/03/2006 00.00;14/03/2006 00.00;20/03/2006 09.23
2242;*(FCI) Info Technology Acquisition Ctr (ABOLISHED);CO;060017615MP;38;2;28/02/2006 00.00;28/02/2006 00.00;01/03/2006 00.00;14/03/2006 00.00;20/03/2006 09.23
2243;(WPN) Budget Division;N;WPN017DE06;102;3;26/01/2006 00.00;23/03/2006 00.00;24/03/2006 00.00;06/04/2006 00.00;11/04/2006 17.48
2244;(WPN) Budget Division;N;WPN017DE06;102;3;26/01/2006 00.00;23/03/2006 00.00;24/03/2006 00.00;06/04/2006 00.00;14/04/2006 09.47
2245;(WPN) Budget Division;N;WPN017DE06;102;3;26/01/2006 00.00;23/03/2006 00.00;24/03/2006 00.00;06/04/2006 00.00;14/04/2006 09.47
2246;(5P) Office of the Assist. Regional Administrator- PBS;5;0650671DEU;51;2;13/04/2006 00.00;28/04/2006 00.00;15/05/2006 00.00;18/05/2006 00.00;25/05/2006 12.57
2247;(7P) Office of the Assist. Regional Administrator- PBS;7;670261;22;2;13/12/2005 00.00;13/12/2005 00.00;14/12/2005 00.00;30/12/2005 00.00;19/01/2006 00.00
2248;(7P) Office of the Assist. Regional Administrator- PBS;7;670261;22;2;13/12/2005 00.00;13/12/2005 00.00;14/12/2005 00.00;30/12/2005 00.00;19/01/2006 00.00
2249;(8P) Office of the Assist. Regional Administrator- PBS;8;DEU 0680131;50;2;07/04/2006 00.00;10/04/2006 00.00;10/04/2006 00.00;24/04/2006 00.00;11/05/2006 18.44
2250;(8P) Office of the Assist. Regional Administrator- PBS;8;DEU 0680131;50;2;07/04/2006 00.00;10/04/2006 00.00;10/04/2006 00.00;24/04/2006 00.00;11/05/2006 18.44
2251;*(6BCD) Financial Infor Control Div (ABOLISHED);6;660381;24;2;22/05/2006 00.00;02/06/2006 00.00;09/06/2006 00.00;16/06/2006 00.00;21/06/2006 16.33
2252;Office of the Inspector General;J;JI-06-21;122;1;16/02/2006 00.00;16/02/2006 00.00;23/03/2006 00.00;06/04/2006 00.00;25/04/2006 14.25
2253;(WPY) Service Delivery Support Division;N;WPY037DE06;12;2;01/02/2006 00.00;18/04/2006 00.00;03/05/2006 00.00;15/05/2006 00.00;31/05/2006 15.00
2254;(WPY) Service Delivery Support Division;N;WPY037DE06;12;2;01/02/2006 00.00;18/04/2006 00.00;03/05/2006 00.00;15/05/2006 00.00;31/05/2006 15.00
2255;(WAD) Deputy Regional Administrator;N;WCP116MP06;21;1;16/05/2006 00.00;16/05/2006 00.00;25/05/2006 00.00;15/06/2006 00.00;29/06/2006 14.20
2256;(WAD) Deputy Regional Administrator;N;WCP116MP06;21;1;16/05/2006 00.00;16/05/2006 00.00;25/05/2006 00.00;15/06/2006 00.00;29/06/2006 14.32
2257;(WPC) Property Management Division;N;WPC067DE06;46;3;06/03/2006 00.00;05/04/2006 00.00;06/04/2006 00.00;26/04/2006 00.00;24/05/2006 07.23
2258;(WPC) Property Management Division;N;WPC067DE06;46;3;06/03/2006 00.00;05/04/2006 00.00;06/04/2006 00.00;26/04/2006 00.00;24/05/2006 07.27
2259;(WAD) Deputy Regional Administrator;N;WCPC121MP06A;13;1;26/05/2006 00.00;25/05/2006 00.00;30/05/2006 00.00;20/06/2006 00.00;29/06/2006 15.28
2260;(MI) Regulatory Information Service Center;CO;060031226MP;6;1;11/07/2006 00.00;11/07/2006 00.00;25/07/2006 00.00;07/08/2006 00.00;08/08/2006 08.47
2261;(6PC) Project Management Division;6;660399;24;1;19/06/2006 00.00;22/06/2006 00.00;29/06/2006 00.00;18/07/2006 00.00;20/07/2006 14.54
2262;(BE) Office of the Controller;CO;060027525MP;3;1;06/07/2006 00.00;06/07/2006 00.00;10/07/2006 00.00;21/07/2006 00.00;26/07/2006 06.33
2263;(BE) Office of the Controller;CO;060027525MP;3;1;06/07/2006 00.00;06/07/2006 00.00;10/07/2006 00.00;21/07/2006 00.00;27/07/2006 10.16
2264;(8P) Office of the Assist. Regional Administrator- PBS;8;680231;76;2;01/06/2006 00.00;02/06/2006 00.00;02/06/2006 00.00;29/06/2006 00.00;11/07/2006 13.19
2265;(8P) Office of the Assist. Regional Administrator- PBS;8;680231;76;2;01/06/2006 00.00;02/06/2006 00.00;02/06/2006 00.00;29/06/2006 00.00;11/07/2006 13.19
2266;(10PD) Portfolio Development Division;10;691253;10;1;12/06/2006 00.00;13/06/2006 00.00;14/06/2006 00.00;27/06/2006 00.00;11/07/2006 15.26
2267;(7P) Office of the Assist. Regional Administrator- PBS;7;670714;47;1;20/06/2006 00.00;21/06/2006 00.00;21/06/2006 00.00;06/07/2006 00.00;13/07/2006 21.05
2268;(7P) Office of the Assist. Regional Administrator- PBS;7;670714;47;1;20/06/2006 00.00;21/06/2006 00.00;21/06/2006 00.00;06/07/2006 00.00;13/07/2006 21.05
2269;*(6FR) National Customer Service Ctr (ABOLISHED);6;660419;8;1;05/07/2006 00.00;18/07/2006 00.00;20/07/2006 00.00;02/08/2006 00.00;08/08/2006 08.31
2270;*(6FR) National Customer Service Ctr (ABOLISHED);6;660419;8;1;05/07/2006 00.00;18/07/2006 00.00;20/07/2006 00.00;02/08/2006 00.00;08/08/2006 08.32
2271;*(TH) Ofc of the FTS Chief Info Ofcr (ABOLISHED);CO;060032019MP;6;1;24/07/2006 00.00;25/07/2006 00.00;31/07/2006 00.00;14/08/2006 00.00;15/08/2006 10.26
2272;(3PM) Project Management Division;3;630342;8;1;02/06/2006 00.00;02/06/2006 00.00;05/06/2006 00.00;16/06/2006 00.00;20/06/2006 14.10
