NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
4612;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.45;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4613;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.45;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4614;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.45;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4615;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 12.45;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4616;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4617;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4618;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4619;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4620;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4621;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 13.55;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4622;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4623;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4624;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4625;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4626;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4627;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.09;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4628;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4629;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4630;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4631;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4632;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4633;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.17;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4634;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.19;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4635;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.19;13/01/2009;18/12/2008;Albuquerque [including Kirtland AFB], NM;20/01/2009 00.00;1105A
4636;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.19;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4637;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.19;13/01/2009;18/12/2008;Dallas, TX;20/01/2009 00.00;1105A
4638;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.19;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4639;(7P) Office of the Assist. Regional Administrator- PBS;7;0807113DMMP;217;4;25/09/2008 00.00;26/09/2008 00.00;29/09/2008 00.00;14/10/2008 00.00;30/10/2008 14.19;13/01/2009;18/12/2008;Fort Worth, TX;20/01/2009 00.00;1105A
4640;(7QSA) Greater Southwest Acquisition Center;7;0907009DRMP;39;2;15/10/2008 00.00;16/10/2008 00.00;17/10/2008 00.00;31/10/2008 00.00;03/11/2008 11.20;20/12/2008;21/12/2008;Fort Worth, TX;20/01/2009 00.00;1102G
4641;(7QSA) Greater Southwest Acquisition Center;7;0907009DRMP;39;2;15/10/2008 00.00;16/10/2008 00.00;17/10/2008 00.00;31/10/2008 00.00;03/11/2008 11.22;20/12/2008;21/12/2008;Fort Worth, TX;20/01/2009 00.00;1102G
4642;(7QSA) Greater Southwest Acquisition Center;7;0907009DRMP;39;2;15/10/2008 00.00;16/10/2008 00.00;17/10/2008 00.00;31/10/2008 00.00;13/11/2008 15.36;20/12/2008;21/12/2008;Fort Worth, TX;20/01/2009 00.00;1102G
4643;(7QSA) Greater Southwest Acquisition Center;7;0907009DRMP;39;2;15/10/2008 00.00;16/10/2008 00.00;17/10/2008 00.00;31/10/2008 00.00;13/11/2008 15.42;20/12/2008;21/12/2008;Fort Worth, TX;20/01/2009 00.00;1102G
4644;(7QSA) Greater Southwest Acquisition Center;7;0907009DRMP;39;2;15/10/2008 00.00;16/10/2008 00.00;17/10/2008 00.00;31/10/2008 00.00;02/12/2008 17.18;20/12/2008;21/12/2008;Fort Worth, TX;20/01/2009 00.00;1102G
4645;(7QSA) Greater Southwest Acquisition Center;7;0907009DRMP;39;2;15/10/2008 00.00;16/10/2008 00.00;17/10/2008 00.00;31/10/2008 00.00;02/12/2008 17.18;20/12/2008;21/12/2008;Fort Worth, TX;20/01/2009 00.00;1102G
4646;(5P) Office of the Assist. Regional Administrator- PBS;5;0905022COMP;7;1;24/11/2008 00.00;24/11/2008 00.00;26/11/2008 00.00;09/12/2008 00.00;17/12/2008 12.03;15/01/2009;15/01/2009;Chicago Metro Area, IL;20/01/2009 00.00;1102R
4647;(3QSA) Integrated Workplace Acquisition Center;3;0903024DLMP;4;1;01/12/2008 00.00;08/12/2008 00.00;15/12/2008 00.00;29/12/2008 00.00;07/01/2009 19.47;19/01/2009;20/01/2009;Philadelphia Metro Area, PA;20/01/2009 00.00;1102Q
4648;(5P) Office of the Assist. Regional Administrator- PBS;5;0905025COMP;5;1;19/11/2008 00.00;01/12/2008 00.00;02/12/2008 00.00;15/12/2008 00.00;17/12/2008 13.57;21/01/2009;21/01/2009;Chicago Metro Area, IL;23/01/2009 00.00;0800F
4649;(5P) Office of the Assist. Regional Administrator- PBS;5;0805088COMP;6;1;20/08/2008 00.00;28/08/2008 00.00;25/08/2008 00.00;26/09/2008 00.00;01/10/2008 16.57;23/12/2008;24/12/2008;Fort Snelling, MN;27/01/2009 00.00;0800C/0808A/0810A/0830A/0850A
4650;(7PM) Acquisition Services Division;7;0907023DRMP;11;3;17/11/2008 00.00;18/11/2008 00.00;18/11/2008 00.00;03/12/2008 00.00;04/12/2008 12.13;10/04/2009;07/01/2009;Fort Worth, TX;01/02/2009 00.00;1102F
4651;(7PM) Acquisition Services Division;7;0907023DRMP;11;3;17/11/2008 00.00;18/11/2008 00.00;18/11/2008 00.00;03/12/2008 00.00;04/12/2008 12.13;10/04/2009;07/01/2009;Fort Worth, TX;01/02/2009 00.00;1102F
4652;(QT) Office of Integrated Technology Services;CO;0900078TC06;22;1;01/12/2008 00.00;01/12/2008 00.00;08/12/2008 00.00;19/12/2008 00.00;23/12/2008 12.47;06/01/2009;08/01/2009;Fairfax, VA;01/02/2009 00.00;0391I
4653;(QT) Office of Integrated Technology Services;CO;0900099TC01;8;2;11/12/2008 00.00;11/12/2008 00.00;18/12/2008 00.00;05/01/2009 00.00;08/01/2009 08.44;12/01/2009;13/01/2009;Arlington, VA;01/02/2009 00.00;1102R
4654;(QT) Office of Integrated Technology Services;CO;0900099TC01;8;2;11/12/2008 00.00;11/12/2008 00.00;18/12/2008 00.00;05/01/2009 00.00;08/01/2009 08.44;12/01/2009;13/01/2009;Arlington, VA;01/02/2009 00.00;1102R
4655;(5P) Office of the Assist. Regional Administrator- PBS;5;0905033LBMP;2;1;04/12/2008 00.00;04/12/2008 00.00;12/12/2008 00.00;29/12/2008 00.00;07/01/2009 13.17;16/01/2009;20/01/2009;Chicago Metro Area, IL;01/02/2009 00.00;2210N
4656;(7P) Office of the Assist. Regional Administrator- PBS;7;0807120CFMP;3;1;07/11/2008 00.00;10/11/2008 00.00;12/11/2008 00.00;10/12/2008 00.00;12/12/2008 20.27;21/01/2009;21/01/2009;New Orleans Metro Area, LA;01/02/2009 00.00;1101BA
4657;(7P) Office of the Assist. Regional Administrator- PBS;7;0807120CFMP;3;1;07/11/2008 00.00;10/11/2008 00.00;12/11/2008 00.00;10/12/2008 00.00;12/12/2008 20.28;21/01/2009;21/01/2009;New Orleans Metro Area, LA;01/02/2009 00.00;1101BA
4658;(7P) Office of the Assist. Regional Administrator- PBS;7;0807120CFMP;3;1;07/11/2008 00.00;10/11/2008 00.00;12/11/2008 00.00;10/12/2008 00.00;19/12/2008 19.23;21/01/2009;21/01/2009;New Orleans Metro Area, LA;01/02/2009 00.00;1101BA
4659;(7P) Office of the Assist. Regional Administrator- PBS;7;0807120CFMP;3;1;07/11/2008 00.00;10/11/2008 00.00;12/11/2008 00.00;10/12/2008 00.00;19/12/2008 19.29;21/01/2009;21/01/2009;New Orleans Metro Area, LA;01/02/2009 00.00;1101BA
4660;(QI) Office of the Chief Information Office;CO;0900102TC04;1;1;15/12/2008 00.00;15/12/2008 00.00;30/12/2008 00.00;14/01/2009 00.00;16/01/2009 14.58;22/01/2009;22/01/2009;Arlington, VA;01/02/2009 00.00;2210J
4661;(QC) Office of Customer Accounts and Research;CO;0900106TC06;10;1;16/12/2008 00.00;16/12/2008 00.00;23/12/2008 00.00;08/01/2009 00.00;14/01/2009 11.17;26/01/2009;26/01/2009;Arlington, VA;01/02/2009 00.00;1101DI
4662;(2Q) Office of the Asst Reg Admin, FAS;2;920321;26;1;18/12/2008 00.00;18/12/2008 00.00;22/12/2008 00.00;07/01/2009 00.00;09/01/2009 13.05;26/01/2009;27/01/2009;New York City, NY;01/02/2009 00.00;2210A
4663;(5PM2) Ohio Property Management Center;5;0805095LBDE;61;1;02/09/2008 00.00;02/09/2008 00.00;04/09/2008 00.00;17/09/2008 00.00;24/09/2008 18.51;03/12/2008;03/12/2008;Columbus Metro Area, OH;02/02/2009 00.00;1176P
4664;(7PA) Business Performance;7;0907007DRMP;17;1;04/11/2008 00.00;05/11/2008 00.00;06/11/2008 00.00;21/11/2008 00.00;25/11/2008 11.21;24/12/2008;24/12/2008;Fort Worth, TX;02/02/2009 00.00;2210D
4665;(7P) Office of the Assist. Regional Administrator- PBS;7;080701FCIP;972;4;02/05/2008 00.00;02/05/2008 00.00;19/09/2008 00.00;17/10/2008 00.00;02/12/2008 09.51;18/12/2008;29/12/2008;Fort Worth, TX;02/02/2009 00.00;1102V
4666;(7QSC) Property Division;7;0907002CFMP;31;1;07/11/2008 00.00;10/11/2008 00.00;12/11/2008 00.00;26/11/2008 00.00;03/12/2008 20.22;06/01/2009;07/01/2009;Fort Worth, TX;02/02/2009 00.00;1104A
4667;(PMA) Office of Energy and Environment;CO;0900072TC03;4;1;26/11/2008 00.00;20/11/2008 00.00;05/12/2008 00.00;18/12/2008 00.00;19/12/2008 15.05;29/01/2009;29/01/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0301HD
4668;(PMA) Office of Energy and Environment;CO;0900072TC03;4;1;26/11/2008 00.00;20/11/2008 00.00;05/12/2008 00.00;18/12/2008 00.00;19/12/2008 15.05;29/01/2009;29/01/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0301HD
4669;(E) Office of Small Business Utilization;CO;0900138TC05;9;2;15/01/2009 00.00;10/12/2008 00.00;16/01/2009 00.00;26/01/2009 00.00;27/01/2009 14.06;29/01/2009;02/02/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0343A
4670;(E) Office of Small Business Utilization;CO;0900138TC05;9;2;15/01/2009 00.00;10/12/2008 00.00;16/01/2009 00.00;26/01/2009 00.00;27/01/2009 14.06;29/01/2009;02/02/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0343A
4671;(ACM) Office of Management Services;CO;0900121TC05;3;1;08/01/2009 00.00;29/12/2008 00.00;12/01/2009 00.00;27/01/2009 00.00;29/01/2009 09.04;29/01/2009;02/02/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0343FD
4672;(ACM) Office of Management Services;CO;0900122TC05;5;1;08/01/2009 00.00;29/12/2008 00.00;12/01/2009 00.00;27/01/2009 00.00;29/01/2009 09.35;29/01/2009;02/02/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0343FE
4673;(ACM) Office of Management Services;CO;0900123TC05;5;1;08/01/2009 00.00;29/12/2008 00.00;12/01/2009 00.00;27/01/2009 00.00;29/01/2009 09.54;29/01/2009;02/02/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0343FF
4674;(ACM) Office of Management Services;CO;0900124TC05;4;1;08/01/2009 00.00;29/12/2008 00.00;12/01/2009 00.00;27/01/2009 00.00;29/01/2009 10.22;29/01/2009;02/02/2009;Washington DC Metro Area, DC;02/02/2009 00.00;0343FG
4675;(1PB) Customer Service and Leasing Division;1;09010115MP;12;1;23/12/2008 00.00;23/12/2008 00.00;30/12/2008 00.00;13/01/2009 00.00;14/01/2009 18.30;03/02/2009;04/02/2009;Boston Metro Area, MA;04/02/2009 00.00;1170E
4676;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;0900144TC03;1;1;23/01/2009 00.00;26/01/2009 00.00;27/01/2009 00.00;02/02/2009 00.00;03/02/2009 09.41;04/02/2009;04/02/2009;Throughout the Nation, US;04/02/2009 00.00;0080A
4677;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;0900144TC03;1;1;23/01/2009 00.00;26/01/2009 00.00;27/01/2009 00.00;02/02/2009 00.00;03/02/2009 09.57;04/02/2009;04/02/2009;Throughout the Nation, US;04/02/2009 00.00;0080A
4678;(WPP) Procurement Management Division;N;WPP066MP09;4;1;18/12/2008 00.00;05/01/2009 00.00;07/01/2009 00.00;22/01/2009 00.00;03/02/2009 15.18;04/02/2009;04/02/2009;Washington DC Metro Area, DC;04/02/2009 00.00;0343BM
4679;(D) Office of Emergency Response and Recovery;CO;0900058TC05;15;1;24/11/2008 00.00;24/11/2008 00.00;26/11/2008 00.00;10/12/2008 00.00;11/12/2008 15.06;08/01/2009;08/01/2009;Washington DC Metro Area, DC;05/02/2009 00.00;0080H
4680;(8P) Office of the Assist. Regional Administrator- PBS;8;0808033KJMP;4;1;12/12/2008 00.00;12/12/2008 00.00;22/12/2008 00.00;26/12/2008 00.00;14/01/2009 13.34;05/02/2009;05/02/2009;Denver [Includes Lakewood], CO;05/02/2009 00.00;0343B
4681;(ACM) Office of Management Services;CO;0900057TC05;12;1;24/11/2008 00.00;24/11/2008 00.00;26/11/2008 00.00;10/12/2008 00.00;12/12/2008 08.54;17/12/2008;17/12/2008;Washington DC Metro Area, DC;06/02/2009 00.00;0301AI
4682;(6PF) Facilities Management Division;6;090602108MP;21;2;13/11/2008 00.00;17/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;16/12/2008 12.09;17/01/2009;17/01/2009;Kansas City, MO;06/02/2009 00.00;1101K
4683;(XCC) Office of Federal Citizen Information Center;CO;0900054TC05-DE;33;2;26/11/2008 00.00;26/11/2008 00.00;28/11/2008 00.00;11/12/2008 00.00;12/12/2008 10.17;26/01/2009;26/01/2009;Washington DC Metro Area, DC;06/02/2009 00.00;0343EY
4684;(7A) Ofc of the Regional Administrator;7;0907035TMMP;42;1;08/12/2008 00.00;08/12/2008 00.00;09/12/2008 00.00;23/12/2008 00.00;29/12/2008 16.00;14/01/2009;14/01/2009;Fort Worth, TX;09/02/2009 00.00;0303H
4685;Region 03 - Mid-Atlantic Region;3;0903012DLMP;129;1;11/09/2008 00.00;27/10/2008 00.00;11/11/2008 00.00;25/11/2008 00.00;11/12/2008 14.59;26/01/2009;19/02/2009;Norfolk, VA;09/02/2009 00.00;0301HE
4686;(WPD) Metropolitan Services Division;N;WPD021DE09;18;1;17/11/2008 00.00;19/11/2008 00.00;21/11/2008 00.00;05/12/2008 00.00;16/12/2008 16.07;15/01/2009;15/01/2009;Washington DC Metro Area, DC;10/02/2009 00.00;0830A
4687;(6PT) Portfolio Management Division;6;090603108MP;3;1;29/12/2008 00.00;05/01/2009 00.00;13/01/2009 00.00;27/01/2009 00.00;28/01/2009 13.03;09/02/2009;10/02/2009;St Louis Metro Area, MO;10/02/2009 00.00;1101BJ
4688;(WPGW) White House Service Center;N;WPW027MP09;17;1;20/10/2008 00.00;19/11/2008 00.00;26/11/2008 00.00;10/12/2008 00.00;23/12/2008 17.20;30/01/2009;03/02/2009;Washington DC Metro Area, DC;13/02/2009 00.00;0809A
4689;Region 03 - Mid-Atlantic Region;3;0830109DLMP;5;1;24/09/2008 00.00;04/09/2008 00.00;30/09/2008 00.00;14/10/2008 00.00;15/10/2008 17.12;01/12/2008;02/12/2008;Mannheim, Germany;15/02/2009 00.00;2150A
4690;(QT) Office of Integrated Technology Services;CO;090002019MP;35;2;03/11/2008 00.00;13/11/2008 00.00;13/11/2008 00.00;28/11/2008 00.00;09/12/2008 17.34;24/12/2008;24/12/2008;Fairfax, VA;15/02/2009 00.00;0391N
4691;(QT) Office of Integrated Technology Services;CO;090002019MP;35;2;03/11/2008 00.00;13/11/2008 00.00;13/11/2008 00.00;28/11/2008 00.00;09/12/2008 17.34;24/12/2008;24/12/2008;Fairfax, VA;15/02/2009 00.00;0391N
4692;(QT) Office of Integrated Technology Services;CO;090002019MP;35;2;03/11/2008 00.00;13/11/2008 00.00;13/11/2008 00.00;28/11/2008 00.00;09/12/2008 17.34;24/12/2008;24/12/2008;Fairfax, VA;15/02/2009 00.00;0391N
4693;(IOIL1) OEI, Region 1 Local Support Branch;1;09010072MP;9;1;03/11/2008 00.00;02/12/2008 00.00;03/12/2008 00.00;16/12/2008 00.00;29/12/2008 08.48;09/01/2009;12/01/2009;Boston Metro Area, MA;15/02/2009 00.00;2210BB
4694;(7QSC) Property Division;7;0907025CFMP;15;1;19/11/2008 00.00;20/11/2008 00.00;21/11/2008 00.00;08/12/2008 00.00;12/12/2008 20.01;12/01/2009;12/01/2009;Denver [Includes Lakewood], CO;15/02/2009 00.00;1104A
4695;(QS) Office of General Supplies and Services;CO;0900055TC01;8;1;19/11/2008 00.00;19/11/2008 00.00;26/11/2008 00.00;10/12/2008 00.00;12/12/2008 14.59;08/01/2009;15/01/2009;Arlington, VA;15/02/2009 00.00;1102E
4696;(QT) Office of Integrated Technology Services;CO;090002119MP;25;6;10/11/2008 00.00;02/12/2008 00.00;03/12/2008 00.00;17/12/2008 00.00;22/12/2008 15.34;12/01/2009;16/01/2009;Fairfax, VA;15/02/2009 00.00;0391N
4697;(QT) Office of Integrated Technology Services;CO;090002119MP;25;6;10/11/2008 00.00;02/12/2008 00.00;03/12/2008 00.00;17/12/2008 00.00;22/12/2008 17.26;12/01/2009;16/01/2009;Fairfax, VA;15/02/2009 00.00;0391N
4698;(QM) Office of Travel, Motor Vehicle and Card Svcs;CO;0900109TC03;28;2;17/12/2008 00.00;08/10/2008 00.00;19/12/2008 00.00;06/01/2009 00.00;09/01/2009 13.04;16/01/2009;16/01/2009;Arlington, VA;15/02/2009 00.00;1101AM
4699;(7P) Office of the Assist. Regional Administrator- PBS;7;0807114DMMP;144;4;06/10/2008 00.00;07/10/2008 00.00;09/10/2008 00.00;24/10/2008 00.00;10/11/2008 14.44;20/01/2009;20/01/2009;Austin, TX;15/02/2009 00.00;1101Q
4700;(7P) Office of the Assist. Regional Administrator- PBS;7;0807114DMMP;144;4;06/10/2008 00.00;07/10/2008 00.00;09/10/2008 00.00;24/10/2008 00.00;10/11/2008 14.44;20/01/2009;20/01/2009;Fort Worth, TX;15/02/2009 00.00;1101Q
4701;(7P) Office of the Assist. Regional Administrator- PBS;7;0807114DMMP;144;4;06/10/2008 00.00;07/10/2008 00.00;09/10/2008 00.00;24/10/2008 00.00;10/11/2008 15.11;20/01/2009;20/01/2009;Austin, TX;15/02/2009 00.00;1101Q
4702;(7P) Office of the Assist. Regional Administrator- PBS;7;0807114DMMP;144;4;06/10/2008 00.00;07/10/2008 00.00;09/10/2008 00.00;24/10/2008 00.00;10/11/2008 15.11;20/01/2009;20/01/2009;Fort Worth, TX;15/02/2009 00.00;1101Q
4703;(7QCA) Customer Accounts and Research Division;7;0907040CFMP;10;1;22/12/2008 00.00;23/12/2008 00.00;24/12/2008 00.00;09/01/2009 00.00;16/01/2009 17.18;29/01/2009;29/01/2009;Fort Worth, TX;15/02/2009 00.00;0301CV
4704;(7P) Office of the Assist. Regional Administrator- PBS;7;0907033CFMP;44;1;12/12/2008 00.00;15/12/2008 00.00;16/12/2008 00.00;05/01/2009 00.00;10/01/2009 16.17;28/01/2009;30/01/2009;Little Rock, AR;15/02/2009 00.00;0301GN
4705;(QSDAC) Southwest Supply Center;7;0907036CFMP;6;1;12/12/2008 00.00;15/12/2008 00.00;16/12/2008 00.00;05/01/2009 00.00;10/01/2009 18.29;05/02/2009;05/02/2009;Fort Worth, TX;15/02/2009 00.00;0301AB
4706;(QM) Office of Travel, Motor Vehicle and Card Svcs;CO;0900062TC04;25;1;26/11/2008 00.00;26/11/2008 00.00;24/12/2008 00.00;13/01/2009 00.00;16/01/2009 14.32;05/02/2009;05/02/2009;Arlington, VA;15/02/2009 00.00;0301HG
4707;(Q) Office of the Commissioner, FAS;CO;0900068TC02;14;1;19/12/2008 00.00;19/12/2008 00.00;29/12/2008 00.00;13/01/2009 00.00;16/01/2009 16.10;06/02/2009;09/02/2009;Arlington, VA;15/02/2009 00.00;0301HL
4708;Region 03 - Mid-Atlantic Region;3;0903018DLMP;20;1;25/11/2008 00.00;25/11/2008 00.00;08/12/2008 00.00;19/12/2008 00.00;20/01/2009 15.56;06/02/2009;09/02/2009;Philadelphia Metro Area, PA;15/02/2009 00.00;0340H
